check_id,title,severity,service,region,resource_name,resource_arn,status_detail,description,risk,remediation,tool,cloud_provider,finding_id,account_id,scan_date,cvss_score,exposure_score,blast_radius,priority_score,priority_band,risk_label,ai_risk_level_baseline,ai_confidence_baseline,ai_score,ai_risk_level,ai_confidence
vpc-subnet-with-allow-all-egress-acls,"Subnet with ""Allow All"" egress NACLs",medium,vpc,,vpc-01a54b4eb7380582c,,vpc.regions.ap-southeast-1.vpcs.vpc-01a54b4eb7380582c.subnets.subnet-0355802f6b0dae0c2.bad_nacls,"Subnet with ""Allow All"" egress NACLs",Network ACLs associated with subnets and VPCs should not allow all egress traffic.,,ScoutSuite,AWS,FND-0524,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.967,5.32,MEDIUM,0.962
vpc-subnet-with-allow-all-egress-acls,"Subnet with ""Allow All"" egress NACLs",medium,vpc,,vpc-0fceff879884d34e9,,vpc.regions.ap-northeast-3.vpcs.vpc-0fceff879884d34e9.subnets.subnet-0f6aab387461bc750.bad_nacls,"Subnet with ""Allow All"" egress NACLs",Network ACLs associated with subnets and VPCs should not allow all egress traffic.,,ScoutSuite,AWS,FND-0516,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.963
vpc-subnet-with-allow-all-egress-acls,"Subnet with ""Allow All"" egress NACLs",medium,vpc,,vpc-09d462712bb2a6591,,vpc.regions.us-east-1.vpcs.vpc-09d462712bb2a6591.subnets.subnet-0acc0ce8895ba7c65.bad_nacls,"Subnet with ""Allow All"" egress NACLs",Network ACLs associated with subnets and VPCs should not allow all egress traffic.,,ScoutSuite,AWS,FND-0553,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.964
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-026845ae5eeb92935,,vpc.regions.eu-north-1.vpcs.vpc-026845ae5eeb92935.subnets.subnet-0b76923c6fe390bab.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0592,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.964
vpc-subnet-with-allow-all-egress-acls,"Subnet with ""Allow All"" egress NACLs",medium,vpc,,vpc-04b8980056fe17a75,,vpc.regions.us-west-2.vpcs.vpc-04b8980056fe17a75.subnets.subnet-0ae3988be16bb3628.bad_nacls,"Subnet with ""Allow All"" egress NACLs",Network ACLs associated with subnets and VPCs should not allow all egress traffic.,,ScoutSuite,AWS,FND-0560,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.963
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-026845ae5eeb92935,,vpc.regions.eu-north-1.vpcs.vpc-026845ae5eeb92935.subnets.subnet-0662f273d2a68d58a.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0593,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.963
ec2-security-group-opens-all-ports-to-self,Unrestricted Network Traffic within Security Group,medium,ec2,,vpc-0fceff879884d34e9,,ec2.regions.ap-northeast-3.vpcs.vpc-0fceff879884d34e9.security_groups.sg-02128afb7040722b0.rules.ingress.protocols.ALL.ports.1-65535.security_groups.0,Unrestricted Network Traffic within Security Group,This configuration goes against organizational policies.,,ScoutSuite,AWS,FND-0439,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.836,4.6,MEDIUM,0.819
vpc-subnet-with-allow-all-egress-acls,"Subnet with ""Allow All"" egress NACLs",medium,vpc,,vpc-08e98b363c6e9328e,,vpc.regions.us-west-1.vpcs.vpc-08e98b363c6e9328e.subnets.subnet-004c9cdb1bde463b6.bad_nacls,"Subnet with ""Allow All"" egress NACLs",Network ACLs associated with subnets and VPCs should not allow all egress traffic.,,ScoutSuite,AWS,FND-0559,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.963
vpc-subnet-with-allow-all-egress-acls,"Subnet with ""Allow All"" egress NACLs",medium,vpc,,vpc-08e98b363c6e9328e,,vpc.regions.us-west-1.vpcs.vpc-08e98b363c6e9328e.subnets.subnet-0d763c301ea0dfe99.bad_nacls,"Subnet with ""Allow All"" egress NACLs",Network ACLs associated with subnets and VPCs should not allow all egress traffic.,,ScoutSuite,AWS,FND-0558,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.962
vpc-subnet-with-allow-all-egress-acls,"Subnet with ""Allow All"" egress NACLs",medium,vpc,,vpc-03edfb17e4761ec5d,,vpc.regions.us-east-2.vpcs.vpc-03edfb17e4761ec5d.subnets.subnet-0bc4d25276c2624c0.bad_nacls,"Subnet with ""Allow All"" egress NACLs",Network ACLs associated with subnets and VPCs should not allow all egress traffic.,,ScoutSuite,AWS,FND-0557,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.964
vpc-subnet-with-allow-all-egress-acls,"Subnet with ""Allow All"" egress NACLs",medium,vpc,,vpc-03edfb17e4761ec5d,,vpc.regions.us-east-2.vpcs.vpc-03edfb17e4761ec5d.subnets.subnet-09cfe43ca517e0f73.bad_nacls,"Subnet with ""Allow All"" egress NACLs",Network ACLs associated with subnets and VPCs should not allow all egress traffic.,,ScoutSuite,AWS,FND-0556,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.963
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-011ccc77f4af7bc47,,vpc.regions.eu-west-1.vpcs.vpc-011ccc77f4af7bc47.subnets.subnet-0024ea69e70410857.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0594,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.964
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-011ccc77f4af7bc47,,vpc.regions.eu-west-1.vpcs.vpc-011ccc77f4af7bc47.subnets.subnet-0fa343491628b09f7.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0595,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.963,5.3,MEDIUM,0.967
vpc-subnet-with-allow-all-egress-acls,"Subnet with ""Allow All"" egress NACLs",medium,vpc,,vpc-03edfb17e4761ec5d,,vpc.regions.us-east-2.vpcs.vpc-03edfb17e4761ec5d.subnets.subnet-044c75b3ccddc6e01.bad_nacls,"Subnet with ""Allow All"" egress NACLs",Network ACLs associated with subnets and VPCs should not allow all egress traffic.,,ScoutSuite,AWS,FND-0555,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.962
vpc-subnet-with-allow-all-egress-acls,"Subnet with ""Allow All"" egress NACLs",medium,vpc,,vpc-09d462712bb2a6591,,vpc.regions.us-east-1.vpcs.vpc-09d462712bb2a6591.subnets.subnet-0a47549c4fdf8d5d1.bad_nacls,"Subnet with ""Allow All"" egress NACLs",Network ACLs associated with subnets and VPCs should not allow all egress traffic.,,ScoutSuite,AWS,FND-0554,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.963,5.3,MEDIUM,0.967
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-011ccc77f4af7bc47,,vpc.regions.eu-west-1.vpcs.vpc-011ccc77f4af7bc47.subnets.subnet-0e0529196fd464d4d.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0596,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.963
vpc-subnet-without-flow-log,Subnet without a Flow Log,medium,vpc,,vpc-0bdec8ffc827ded05,,vpc.regions.ap-south-1.vpcs.vpc-0bdec8ffc827ded05.subnets.subnet-08bc9c2ef90bd0fba.no_flowlog,Subnet without a Flow Log,"Flow logs enable the investigation of incidents involving unauthorized network traffic, such as an attacker exfiltrating data or pivoting to other hosts.",Create a flow log for each subnet.,ScoutSuite,AWS,FND-0631,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.967
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-05b67181e005e67af,,vpc.regions.eu-west-2.vpcs.vpc-05b67181e005e67af.subnets.subnet-0f80c8c8e3f4ba88d.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0597,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.963,5.3,MEDIUM,0.967
vpc-subnet-with-allow-all-egress-acls,"Subnet with ""Allow All"" egress NACLs",medium,vpc,,vpc-09d462712bb2a6591,,vpc.regions.us-east-1.vpcs.vpc-09d462712bb2a6591.subnets.subnet-02f052b484f2c0f82.bad_nacls,"Subnet with ""Allow All"" egress NACLs",Network ACLs associated with subnets and VPCs should not allow all egress traffic.,,ScoutSuite,AWS,FND-0552,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.962
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-05b67181e005e67af,,vpc.regions.eu-west-2.vpcs.vpc-05b67181e005e67af.subnets.subnet-0e0ab6015c42ccd03.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0598,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.963
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-05b67181e005e67af,,vpc.regions.eu-west-2.vpcs.vpc-05b67181e005e67af.subnets.subnet-07ac7652a1bd75a1b.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0599,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.963
vpc-subnet-with-allow-all-egress-acls,"Subnet with ""Allow All"" egress NACLs",medium,vpc,,vpc-09d462712bb2a6591,,vpc.regions.us-east-1.vpcs.vpc-09d462712bb2a6591.subnets.subnet-0613b4b703d4ff78a.bad_nacls,"Subnet with ""Allow All"" egress NACLs",Network ACLs associated with subnets and VPCs should not allow all egress traffic.,,ScoutSuite,AWS,FND-0551,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.963
vpc-subnet-with-allow-all-egress-acls,"Subnet with ""Allow All"" egress NACLs",medium,vpc,,vpc-09d462712bb2a6591,,vpc.regions.us-east-1.vpcs.vpc-09d462712bb2a6591.subnets.subnet-08d1081924ca64536.bad_nacls,"Subnet with ""Allow All"" egress NACLs",Network ACLs associated with subnets and VPCs should not allow all egress traffic.,,ScoutSuite,AWS,FND-0550,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.964
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-01b4908eddaf56c8f,,vpc.regions.eu-west-3.vpcs.vpc-01b4908eddaf56c8f.subnets.subnet-008caad16a325ce7a.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0600,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.963
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-01b4908eddaf56c8f,,vpc.regions.eu-west-3.vpcs.vpc-01b4908eddaf56c8f.subnets.subnet-0f06671c323e88bbc.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0601,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.963,5.3,MEDIUM,0.967
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-01b4908eddaf56c8f,,vpc.regions.eu-west-3.vpcs.vpc-01b4908eddaf56c8f.subnets.subnet-01f3b4db809e9bda8.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0602,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.962
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-0613a8e827bfde8d7,,vpc.regions.sa-east-1.vpcs.vpc-0613a8e827bfde8d7.subnets.subnet-041b31cc935d7b303.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0603,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.963
vpc-subnet-with-allow-all-egress-acls,"Subnet with ""Allow All"" egress NACLs",medium,vpc,,vpc-09d462712bb2a6591,,vpc.regions.us-east-1.vpcs.vpc-09d462712bb2a6591.subnets.subnet-035134bd710ef1db4.bad_nacls,"Subnet with ""Allow All"" egress NACLs",Network ACLs associated with subnets and VPCs should not allow all egress traffic.,,ScoutSuite,AWS,FND-0549,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.963,5.3,MEDIUM,0.967
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-0613a8e827bfde8d7,,vpc.regions.sa-east-1.vpcs.vpc-0613a8e827bfde8d7.subnets.subnet-02820c6ff7f01cbc4.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0604,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.963
vpc-subnet-with-allow-all-egress-acls,"Subnet with ""Allow All"" egress NACLs",medium,vpc,,vpc-04b8980056fe17a75,,vpc.regions.us-west-2.vpcs.vpc-04b8980056fe17a75.subnets.subnet-04cde2acad12a37bb.bad_nacls,"Subnet with ""Allow All"" egress NACLs",Network ACLs associated with subnets and VPCs should not allow all egress traffic.,,ScoutSuite,AWS,FND-0561,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.953,5.24,MEDIUM,0.962
vpc-subnet-with-allow-all-egress-acls,"Subnet with ""Allow All"" egress NACLs",medium,vpc,,vpc-04b8980056fe17a75,,vpc.regions.us-west-2.vpcs.vpc-04b8980056fe17a75.subnets.subnet-02632487798269bcf.bad_nacls,"Subnet with ""Allow All"" egress NACLs",Network ACLs associated with subnets and VPCs should not allow all egress traffic.,,ScoutSuite,AWS,FND-0562,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.964
vpc-subnet-with-allow-all-egress-acls,"Subnet with ""Allow All"" egress NACLs",medium,vpc,,vpc-04b8980056fe17a75,,vpc.regions.us-west-2.vpcs.vpc-04b8980056fe17a75.subnets.subnet-0b42f4e0d3efde1be.bad_nacls,"Subnet with ""Allow All"" egress NACLs",Network ACLs associated with subnets and VPCs should not allow all egress traffic.,,ScoutSuite,AWS,FND-0563,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.963
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-059e282670d0c72f8,,vpc.regions.ap-northeast-1.vpcs.vpc-059e282670d0c72f8.subnets.subnet-03d79811021b6f09d.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0564,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.963
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-034007ecd1a02d267,,vpc.regions.ap-southeast-2.vpcs.vpc-034007ecd1a02d267.subnets.subnet-0e5839b02d95b2088.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0583,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.963
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-091a8d6a46c70074d,,vpc.regions.ca-central-1.vpcs.vpc-091a8d6a46c70074d.subnets.subnet-0632d1a5664dfee66.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0586,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.953,5.24,MEDIUM,0.962
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-034007ecd1a02d267,,vpc.regions.ap-southeast-2.vpcs.vpc-034007ecd1a02d267.subnets.subnet-04feeda597e7c4ef1.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0582,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.964
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-01a54b4eb7380582c,,vpc.regions.ap-southeast-1.vpcs.vpc-01a54b4eb7380582c.subnets.subnet-0355802f6b0dae0c2.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0581,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.964
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-091a8d6a46c70074d,,vpc.regions.ca-central-1.vpcs.vpc-091a8d6a46c70074d.subnets.subnet-01946629e89e01375.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0587,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.962
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-096c424fc780ea5c1,,vpc.regions.eu-central-1.vpcs.vpc-096c424fc780ea5c1.subnets.subnet-0dd623938a96ed109.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0588,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.963
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-01a54b4eb7380582c,,vpc.regions.ap-southeast-1.vpcs.vpc-01a54b4eb7380582c.subnets.subnet-0bc107a6b0da3af5f.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0580,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.963
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-01a54b4eb7380582c,,vpc.regions.ap-southeast-1.vpcs.vpc-01a54b4eb7380582c.subnets.subnet-0599ebac67a9ceb06.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0579,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.963
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-056acc9b951114346,,vpc.regions.ap-south-1.vpcs.vpc-056acc9b951114346.subnets.subnet-06415df4407c53071.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0578,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.963
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-096c424fc780ea5c1,,vpc.regions.eu-central-1.vpcs.vpc-096c424fc780ea5c1.subnets.subnet-0668b02a417476a1f.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0589,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.963
